open,high,low,close,volume,timestamp
57641.15,58014.35,55534.41,57352.79,11678.94297124,2024-09-11 00:00:00+00:00
57352.92,58600.0,57311.15,58137.54,10175.62390483,2024-09-12 00:00:00+00:00
58137.33,60670.0,57630.01,60543.35,11935.95544754,2024-09-13 00:00:00+00:00
60543.35,60660.0,59436.8,60012.35,3147.39019631,2024-09-14 00:00:00+00:00
60012.34,60402.34,58695.75,59122.33,3975.3568185,2024-09-15 00:00:00+00:00
59122.7,59214.15,57477.0,58208.75,7654.10991835,2024-09-16 00:00:00+00:00
58209.76,61373.41,57620.27,60312.6,11701.89074715,2024-09-17 00:00:00+00:00
60317.38,61800.0,59174.5,61769.18,11471.50683029,2024-09-18 00:00:00+00:00
61770.38,63891.82,61569.16,62960.14,15075.86835522,2024-09-19 00:00:00+00:00
62956.04,64140.67,62340.0,63210.69,10636.1082809,2024-09-20 00:00:00+00:00
63210.94,63575.63,62755.0,63362.74,1960.85712028,2024-09-21 00:00:00+00:00
63362.74,64000.0,62380.55,63577.66,2882.2341982,2024-09-22 00:00:00+00:00
63580.39,64739.67,62566.28,63338.87,7014.74459935,2024-09-23 00:00:00+00:00
63338.85,64700.0,62689.15,64272.93,8933.46473574,2024-09-24 00:00:00+00:00
64272.93,64811.0,62932.8,63130.89,5909.09510453,2024-09-25 00:00:00+00:00
63131.13,65865.0,62652.99,65177.21,12789.85035505,2024-09-26 00:00:00+00:00
65176.39,66550.0,64827.85,65789.0,9529.0168808,2024-09-27 00:00:00+00:00
65787.53,66266.39,65400.0,65858.99,2755.22680581,2024-09-28 00:00:00+00:00
65857.33,66059.0,65433.29,65600.01,2721.35197741,2024-09-29 00:00:00+00:00
65600.01,65624.95,62833.95,63301.25,10629.74147917,2024-09-30 00:00:00+00:00
63305.52,64106.75,60150.89,60790.0,15970.80295516,2024-10-01 00:00:00+00:00
60792.63,62380.34,59969.2,60631.37,8764.03050337,2024-10-02 00:00:00+00:00
60631.36,61474.92,59824.87,60744.99,7834.55718072,2024-10-03 00:00:00+00:00
60745.0,62481.0,60454.5,62090.71,7884.21831808,2024-10-04 00:00:00+00:00
62090.7,62380.04,61686.34,62051.29,1783.56564961,2024-10-05 00:00:00+00:00
62051.29,62978.75,61805.85,62810.86,2086.21821773,2024-10-06 00:00:00+00:00
62810.93,64467.02,62113.28,62200.28,10707.1500015,2024-10-07 00:00:00+00:00
62203.82,63191.05,61824.48,62122.02,6566.33034742,2024-10-08 00:00:00+00:00
62118.44,62507.68,60255.0,60578.28,7582.36723494,2024-10-09 00:00:00+00:00
60578.28,61271.59,58863.9,60279.53,10462.57962276,2024-10-10 00:00:00+00:00
60279.53,63416.7,60029.98,62518.75,11454.9900534,2024-10-11 00:00:00+00:00
62518.75,63474.25,62464.15,63187.47,3943.90648994,2024-10-12 00:00:00+00:00
63183.08,63270.18,62033.0,62845.3,2257.61460657,2024-10-13 00:00:00+00:00
62847.89,66500.0,62426.67,66065.65,13638.71106556,2024-10-14 00:00:00+00:00
66065.64,67944.76,64778.44,67056.6,16324.01191342,2024-10-15 00:00:00+00:00
67056.62,68399.0,66743.0,67608.44,12465.75691229,2024-10-16 00:00:00+00:00
67608.45,67926.99,66629.97,67402.33,7912.22639285,2024-10-17 00:00:00+00:00
67399.86,69000.62,67149.24,68426.11,11802.74441943,2024-10-18 00:00:00+00:00
68426.11,68689.29,68005.83,68363.73,1868.86958754,2024-10-19 00:00:00+00:00
68363.73,69380.0,68083.18,69014.86,2632.89214855,2024-10-20 00:00:00+00:00
69014.87,69498.0,66802.0,67346.15,10226.59346669,2024-10-21 00:00:00+00:00
67346.15,67800.0,66535.0,67380.08,8598.06472763,2024-10-22 00:00:00+00:00
67389.7,67415.65,65149.51,66601.11,9021.17140157,2024-10-23 00:00:00+00:00
66601.1,68800.0,66445.32,68156.84,10016.19830413,2024-10-24 00:00:00+00:00
68156.84,68742.38,65500.01,66564.51,14485.49253537,2024-10-25 00:00:00+00:00
66564.51,67365.18,66331.95,67012.56,2949.2199701,2024-10-26 00:00:00+00:00
67008.15,68261.37,66836.78,67943.19,2819.59766921,2024-10-27 00:00:00+00:00
67943.18,70235.98,67532.48,69924.5,16140.14013624,2024-10-28 00:00:00+00:00
69924.49,73624.98,69705.76,72724.35,20616.91187006,2024-10-29 00:00:00+00:00
72724.35,72948.6,71400.01,72322.91,13543.49337837,2024-10-30 00:00:00+00:00
72322.91,72684.02,69559.33,70197.83,14726.78460342,2024-10-31 00:00:00+00:00
70198.02,71620.0,68720.0,69467.29,15295.28781188,2024-11-01 00:00:00+00:00
69466.64,69891.92,69000.0,69358.94,2203.99644104,2024-11-02 00:00:00+00:00
69360.95,69364.65,67444.0,68738.18,6758.88506466,2024-11-03 00:00:00+00:00
68736.4,69453.94,66783.77,67807.48,12431.01371517,2024-11-04 00:00:00+00:00
67810.15,70557.67,67427.53,69380.73,12867.66127618,2024-11-05 00:00:00+00:00
69380.64,76509.56,69285.82,75646.55,45398.11837369,2024-11-06 00:00:00+00:00
75646.55,76999.0,74463.96,75920.0,21932.40207681,2024-11-07 00:00:00+00:00
75925.0,77312.18,75654.26,76566.73,18378.39876264,2024-11-08 00:00:00+00:00
76566.72,76952.67,75758.58,76716.06,4836.57005338,2024-11-09 00:00:00+00:00
76716.06,81534.28,76535.33,80428.92,16728.21105103,2024-11-10 00:00:00+00:00
80427.69,89666.0,80277.34,88770.73,35560.11866694,2024-11-11 00:00:00+00:00
88770.74,90100.0,85010.0,88035.43,40111.80924643,2024-11-12 00:00:00+00:00
88035.43,93495.0,86220.5,90493.82,42318.6909168,2024-11-13 00:00:00+00:00
90499.4,91831.25,86672.07,87340.4,23422.75915863,2024-11-14 00:00:00+00:00
87338.96,91934.62,87100.83,91058.36,20388.33115227,2024-11-15 00:00:00+00:00
91058.36,91820.73,90069.21,90636.24,6598.0269304,2024-11-16 00:00:00+00:00
90638.54,91439.82,88713.64,89886.69,5574.55122824,2024-11-17 00:00:00+00:00
89877.11,92674.8,89372.65,90520.3,17340.77166451,2024-11-18 00:00:00+00:00
90521.32,94105.84,90403.24,92435.89,18267.16111244,2024-11-19 00:00:00+00:00
92445.04,94989.99,91600.0,94393.15,20329.039987,2024-11-20 00:00:00+00:00
94384.15,99073.53,94127.2,98439.09,31188.09394751,2024-11-21 00:00:00+00:00
98439.1,99860.0,97209.52,99024.03,29936.62215019,2024-11-22 00:00:00+00:00
99024.03,99044.11,97215.01,97778.77,12072.47203722,2024-11-23 00:00:00+00:00
97778.78,98700.0,95780.77,98028.18,8654.77135767,2024-11-24 00:00:00+00:00
98032.06,98999.0,92534.93,93000.01,20695.912495,2024-11-25 00:00:00+00:00
93001.48,95004.92,90682.58,91929.54,17848.01962899,2024-11-26 00:00:00+00:00
91929.53,97386.06,91747.46,95951.19,15213.90946356,2024-11-27 00:00:00+00:00
95951.19,96676.31,94671.59,95665.53,5586.55288339,2024-11-28 00:00:00+00:00
95665.53,98750.0,95383.46,97490.56,12587.02498942,2024-11-29 00:00:00+00:00
97489.8,97509.6,96129.73,96465.42,3476.04255853,2024-11-30 00:00:00+00:00
96464.95,97895.9,95753.42,97263.18,4039.27591451,2024-12-01 00:00:00+00:00
97259.17,98200.0,94400.63,95862.89,15554.61486745,2024-12-02 00:00:00+00:00
95862.89,96310.1,93571.3,95924.52,17898.7046212,2024-12-03 00:00:00+00:00
95924.85,99263.2,94634.85,98746.24,17528.92050771,2024-12-04 00:00:00+00:00
98746.24,104000.0,92055.86,97044.23,36399.8182427,2024-12-05 00:00:00+00:00
97049.47,102104.12,96424.2,99891.35,17801.21293952,2024-12-06 00:00:00+00:00
99885.37,100583.27,99012.73,99929.32,4774.3508777,2024-12-07 00:00:00+00:00
99919.2,101435.05,98729.66,101174.99,4230.35225168,2024-12-08 00:00:00+00:00
101175.0,101290.73,94220.8,97324.81,20103.05073464,2024-12-09 00:00:00+00:00
97330.66,98338.17,94273.38,96660.76,20620.53877488,2024-12-10 00:00:00+00:00
96660.75,101984.98,95722.79,101202.11,21190.23753294,2024-12-11 00:00:00+00:00
101211.61,102595.0,99298.39,100030.47,14796.92456547,2024-12-12 00:00:00+00:00
100024.75,101959.13,99220.81,101428.75,13327.59954074,2024-12-13 00:00:00+00:00
101428.74,102650.0,100600.0,101399.99,4181.40180281,2024-12-14 00:00:00+00:00
101400.0,105100.0,101221.34,104447.76,7796.33358128,2024-12-15 00:00:00+00:00
104445.15,107857.79,103289.21,106099.81,22575.87902891,2024-12-16 00:00:00+00:00
106099.98,108388.88,105337.97,106136.99,11994.58863972,2024-12-17 00:00:00+00:00
106145.83,106528.13,99939.82,100150.73,22294.42835455,2024-12-18 00:00:00+00:00
100148.6,102796.22,95539.67,97372.21,23522.12863874,2024-12-19 00:00:00+00:00
97372.2,98132.47,92115.66,97765.0,21766.62386138,2024-12-20 00:00:00+00:00
97762.75,99596.57,96368.0,97230.08,6451.43271418,2024-12-21 00:00:00+00:00
97230.09,97387.98,94182.98,95087.75,4933.50127735,2024-12-22 00:00:00+00:00
95091.15,96430.08,92360.91,94764.56,13476.98947566,2024-12-23 00:00:00+00:00
94767.88,99444.0,93426.25,98594.47,13355.36314305,2024-12-24 00:00:00+00:00
98594.47,99484.92,97557.48,99346.28,5254.2370598,2024-12-25 00:00:00+00:00
99358.67,99887.0,95083.93,95669.49,11403.37268934,2024-12-26 00:00:00+00:00
95669.4,97340.47,93234.31,94171.89,13169.12897588,2024-12-27 00:00:00+00:00
94171.7,95534.17,94002.72,95130.82,2722.6591363,2024-12-28 00:00:00+00:00
95125.59,95170.06,92841.48,93563.35,3417.52751094,2024-12-29 00:00:00+00:00
93563.35,94910.48,91271.19,92620.71,15271.24432744,2024-12-30 00:00:00+00:00
92620.7,96148.94,91887.13,93354.22,10348.6325655,2024-12-31 00:00:00+00:00
93347.59,94960.91,92743.63,94383.59,6871.73848196,2025-01-01 00:00:00+00:00
94383.59,97776.99,94177.0,96903.19,10912.47383962,2025-01-02 00:00:00+00:00
96905.48,98969.92,96016.63,98136.51,9021.88538159,2025-01-03 00:00:00+00:00
98139.85,98761.02,97516.65,98209.85,2742.08960614,2025-01-04 00:00:00+00:00
98209.85,98814.0,97250.0,98345.33,2377.92175899,2025-01-05 00:00:00+00:00
98347.65,102500.0,97900.0,102279.41,15173.55606778,2025-01-06 00:00:00+00:00
102279.41,102735.99,96105.11,96941.98,16587.2869223,2025-01-07 00:00:00+00:00
96941.98,97254.35,92500.0,95036.63,14182.29739458,2025-01-08 00:00:00+00:00
95033.18,95363.26,91187.0,92547.44,9712.37853215,2025-01-09 00:00:00+00:00
92547.44,95862.92,92209.25,94701.18,12634.03407823,2025-01-10 00:00:00+00:00
94701.48,94983.65,93804.05,94565.02,2638.69956767,2025-01-11 00:00:00+00:00
94569.91,95383.84,93670.3,94509.62,2025.81612971,2025-01-12 00:00:00+00:00
94507.24,95900.0,89028.64,94506.45,13094.86359481,2025-01-13 00:00:00+00:00
94507.35,97353.29,94311.36,96534.96,11210.74226727,2025-01-14 00:00:00+00:00
96534.97,100716.45,96400.0,100510.23,13610.74729401,2025-01-15 00:00:00+00:00
100504.27,100880.0,97277.58,99981.78,12312.37366854,2025-01-16 00:00:00+00:00
99981.46,105970.0,99937.81,104107.0,20518.30949325,2025-01-17 00:00:00+00:00
104107.0,104933.15,102233.45,104435.0,7835.29991824,2025-01-18 00:00:00+00:00
104435.01,106314.44,99518.0,101211.13,13312.63685598,2025-01-19 00:00:00+00:00
101217.78,109358.01,99416.27,102145.43,32342.18311338,2025-01-20 00:00:00+00:00
102145.42,107291.1,100051.0,106159.26,19411.23488978,2025-01-21 00:00:00+00:00
106159.27,106431.34,103100.0,103667.11,10730.018962,2025-01-22 00:00:00+00:00
103659.6,106870.87,101200.01,103926.36,25064.86499945,2025-01-23 00:00:00+00:00
103926.36,107200.0,102751.92,104850.27,12921.99361413,2025-01-24 00:00:00+00:00
104866.13,105294.0,104104.0,104733.56,3404.85308291,2025-01-25 00:00:00+00:00
104729.92,105478.8,102452.24,102563.0,4575.36611531,2025-01-26 00:00:00+00:00
102565.28,103228.46,97715.03,102062.42,23647.14111877,2025-01-27 00:00:00+00:00
102063.92,103770.85,100213.8,101290.0,9488.53429464,2025-01-28 00:00:00+00:00
101290.01,104829.64,101275.6,103747.25,11403.20278905,2025-01-29 00:00:00+00:00
103747.25,106484.77,103289.74,104742.64,13061.34881233,2025-01-30 00:00:00+00:00
104742.63,106090.0,101506.0,102411.26,13313.68104489,2025-01-31 00:00:00+00:00
102414.05,102781.65,100250.0,100623.85,3390.25555744,2025-02-01 00:00:00+00:00
100623.88,101459.84,96179.0,97676.52,10366.65062753,2025-02-02 00:00:00+00:00
97676.53,102599.85,91178.01,101460.2,31328.72219576,2025-02-03 00:00:00+00:00
101460.15,101812.23,96145.76,97795.05,14168.7031661,2025-02-04 00:00:00+00:00
97795.06,99230.49,96161.01,96638.33,9308.59185883,2025-02-05 00:00:00+00:00
96635.62,99182.15,95674.96,96564.62,9168.94674634,2025-02-06 00:00:00+00:00
96575.24,100235.79,95614.96,96537.08,12171.82534167,2025-02-07 00:00:00+00:00
96536.93,96919.05,95682.33,96476.25,2972.45715184,2025-02-08 00:00:00+00:00
96476.24,97342.28,94730.67,96475.82,3417.87009701,2025-02-09 00:00:00+00:00
96481.47,98367.23,95257.2,97444.41,6375.72539123,2025-02-10 00:00:00+00:00
97451.66,98500.0,94831.07,95774.08,7737.05105717,2025-02-11 00:00:00+00:00
95770.95,98119.98,94066.92,97862.53,9078.50356189,2025-02-12 00:00:00+00:00
97864.28,98100.0,95220.0,96625.29,6803.6078927,2025-02-13 00:00:00+00:00
96625.29,98890.11,96268.56,97509.03,7744.67640105,2025-02-14 00:00:00+00:00
97507.94,97997.85,97225.01,97596.94,1626.51929078,2025-02-15 00:00:00+00:00
97596.54,97738.22,96057.68,96119.88,2174.29326885,2025-02-16 00:00:00+00:00
96119.88,97050.64,95200.0,95781.8,3533.01273263,2025-02-17 00:00:00+00:00
95781.8,96730.0,93333.0,95607.4,8867.39878431,2025-02-18 00:00:00+00:00
95612.97,96880.0,95000.01,96632.03,6945.44897339,2025-02-19 00:00:00+00:00
96632.03,98768.54,96419.07,98347.2,10582.84622768,2025-02-20 00:00:00+00:00
98347.2,99517.52,94721.92,96157.03,19298.23921958,2025-02-21 00:00:00+00:00
96157.03,96982.52,95767.95,96582.12,7324.02366243,2025-02-22 00:00:00+00:00
96578.49,96679.93,95243.91,96265.98,3787.84705335,2025-02-23 00:00:00+00:00
96266.23,96515.41,91300.0,91510.82,12644.0435007,2025-02-24 00:00:00+00:00
91509.88,92549.99,85836.18,88583.74,31587.91715546,2025-02-25 00:00:00+00:00
88583.17,89305.68,82111.12,84111.78,21568.55463119,2025-02-26 00:00:00+00:00
84111.77,86993.87,82554.11,84625.19,16836.55524727,2025-02-27 00:00:00+00:00
84627.5,85116.19,78167.81,84297.73,30755.74245077,2025-02-28 00:00:00+00:00
84297.74,86534.96,83772.54,86018.76,6852.5441262,2025-03-01 00:00:00+00:00
86018.82,95128.88,85003.35,94265.48,16751.22972996,2025-03-02 00:00:00+00:00
94265.47,94415.61,85007.01,86161.1,22691.67068614,2025-03-03 00:00:00+00:00
86161.09,88977.27,81444.0,87249.96,23130.37098654,2025-03-04 00:00:00+00:00
87247.93,91000.0,86329.22,90603.73,14900.93396554,2025-03-05 00:00:00+00:00
90607.73,92817.29,87790.5,89921.85,13303.43744669,2025-03-06 00:00:00+00:00
89915.02,91280.0,84608.27,86756.98,27137.2022302,2025-03-07 00:00:00+00:00
86753.3,86863.38,85200.0,86206.69,3023.2478665,2025-03-08 00:00:00+00:00
86206.64,86480.0,80000.0,80699.17,7565.44749561,2025-03-09 00:00:00+00:00
80708.21,84033.66,77389.0,78544.71,21375.10120997,2025-03-10 00:00:00+00:00
78548.18,83600.0,76555.0,82914.51,17096.37980265,2025-03-11 00:00:00+00:00
82911.81,84442.69,80572.21,83659.43,12617.220582,2025-03-12 00:00:00+00:00
83659.45,84310.8,79890.0,81073.43,10506.80043483,2025-03-13 00:00:00+00:00
81071.5,85318.61,80771.17,83980.49,10857.45703924,2025-03-14 00:00:00+00:00
83989.86,84690.43,83612.24,84351.46,2331.92028578,2025-03-15 00:00:00+00:00
84351.45,85092.35,81969.44,82562.57,4059.89765099,2025-03-16 00:00:00+00:00
82562.5,84758.46,82416.98,84011.4,7785.97733364,2025-03-17 00:00:00+00:00
84011.39,84029.67,81125.0,82698.76,7316.63296603,2025-03-18 00:00:00+00:00
82699.53,87045.45,82535.53,86877.96,13056.03519886,2025-03-19 00:00:00+00:00
86877.97,87492.87,83596.75,84183.42,9880.31696275,2025-03-20 00:00:00+00:00
84183.41,84809.72,83100.0,84061.96,6257.63558757,2025-03-21 00:00:00+00:00
84061.96,84517.75,83659.69,83852.03,2108.51345069,2025-03-22 00:00:00+00:00
83852.06,86128.99,83804.67,86092.94,3467.46945277,2025-03-23 00:00:00+00:00
86092.95,88804.64,85533.06,87523.62,13107.50391644,2025-03-24 00:00:00+00:00
87518.09,88584.34,86321.97,87427.88,10153.98312373,2025-03-25 00:00:00+00:00
87432.82,88304.1,85850.0,86926.01,6885.71986041,2025-03-26 00:00:00+00:00
86926.01,87790.12,85784.0,87217.48,6904.09386105,2025-03-27 00:00:00+00:00
87214.07,87498.15,83533.4,84381.8,10031.80008987,2025-03-28 00:00:00+00:00
84381.81,84584.13,81608.99,82616.83,3194.24303663,2025-03-29 00:00:00+00:00
82624.06,83508.98,81538.88,82379.98,2472.72302228,2025-03-30 00:00:00+00:00
82379.98,83920.8,81265.16,82534.32,6887.94694226,2025-03-31 00:00:00+00:00
82534.31,85566.53,82403.32,85170.37,9130.97692565,2025-04-01 00:00:00+00:00
85166.92,88530.0,82283.01,82490.08,16748.28262337,2025-04-02 00:00:00+00:00
82490.1,83953.45,81177.7,83174.33,11800.91106566,2025-04-03 00:00:00+00:00
83178.68,84720.67,81643.54,83860.16,14593.03092888,2025-04-04 00:00:00+00:00
83859.78,84238.35,82346.61,83498.25,2836.42920662,2025-04-05 00:00:00+00:00
83505.88,83773.58,77058.99,78370.75,11014.8594773,2025-04-06 00:00:00+00:00
78370.15,81223.67,74420.69,79140.01,26706.52930797,2025-04-07 00:00:00+00:00
79140.02,80849.98,76167.35,76251.64,14917.02351692,2025-04-08 00:00:00+00:00
76258.8,83583.35,74553.01,82594.75,23584.94464084,2025-04-09 00:00:00+00:00
82593.15,82730.93,78387.24,79552.34,11876.12778689,2025-04-10 00:00:00+00:00
79552.34,84299.0,78919.94,83380.47,9964.68703141,2025-04-11 00:00:00+00:00
83379.64,85909.97,82765.26,85271.01,3972.49282052,2025-04-12 00:00:00+00:00
85271.02,86092.99,83010.0,83733.07,3904.15929557,2025-04-13 00:00:00+00:00
83733.07,85818.06,83655.27,84590.36,7247.02343319,2025-04-14 00:00:00+00:00
84590.36,86491.4,83592.77,83629.78,6461.77024421,2025-04-15 00:00:00+00:00
83622.52,85526.4,83088.02,84028.72,8246.73748903,2025-04-16 00:00:00+00:00
84028.71,85494.94,83711.69,84961.97,5865.70077325,2025-04-17 00:00:00+00:00
84961.97,85150.94,84287.06,84466.47,1884.07668707,2025-04-18 00:00:00+00:00
84466.47,85625.0,84353.45,85074.99,1683.30746873,2025-04-19 00:00:00+00:00
85074.59,85319.21,83972.82,85177.34,1812.14325365,2025-04-20 00:00:00+00:00
85177.33,88575.62,85135.98,87522.07,12603.75828155,2025-04-21 00:00:00+00:00
87513.53,93952.62,87077.17,93489.1,19460.09432868,2025-04-22 00:00:00+00:00
93486.57,94686.0,91902.19,93740.92,12538.32136507,2025-04-23 00:00:00+00:00
93740.93,94061.02,91685.18,94021.96,9320.8086182,2025-04-24 00:00:00+00:00
94021.97,95976.34,92880.01,94708.79,14148.6339475,2025-04-25 00:00:00+00:00
94707.79,95273.52,93903.01,94666.64,2253.98942317,2025-04-26 00:00:00+00:00
94666.64,95351.11,93654.77,93780.57,2304.93789541,2025-04-27 00:00:00+00:00
93780.56,95652.66,92829.44,95042.57,7348.4883725,2025-04-28 00:00:00+00:00
95042.56,95499.0,93761.26,94271.09,5979.94472886,2025-04-29 00:00:00+00:00
94271.08,95263.74,92911.88,94182.54,6511.31778605,2025-04-30 00:00:00+00:00
94182.55,97546.99,94136.79,96524.98,8334.02681063,2025-05-01 00:00:00+00:00
96524.98,97948.56,96369.69,96929.81,5709.61012071,2025-05-02 00:00:00+00:00
96929.81,96974.78,95765.13,95861.33,2077.55675998,2025-05-03 00:00:00+00:00
95865.47,96312.51,94151.67,94272.55,2834.39686495,2025-05-04 00:00:00+00:00
94272.54,95218.82,93500.01,94733.99,5181.01206583,2025-05-05 00:00:00+00:00
94733.99,96916.25,93363.28,96839.17,6164.34738969,2025-05-06 00:00:00+00:00
96843.84,97738.05,95800.0,97058.32,8328.69875473,2025-05-07 00:00:00+00:00
97058.33,104176.05,96888.25,103253.49,15379.43544074,2025-05-08 00:00:00+00:00
103252.2,104352.6,102330.76,102986.96,7318.60440182,2025-05-09 00:00:00+00:00
102986.94,104997.0,102831.41,104821.19,3104.17143581,2025-05-10 00:00:00+00:00
104817.83,104980.89,103360.22,104137.62,3055.22813204,2025-05-11 00:00:00+00:00
104137.58,105787.37,100703.71,102800.21,11005.40673978,2025-05-12 00:00:00+00:00
102800.22,105038.53,101447.78,104131.06,8727.89105836,2025-05-13 00:00:00+00:00
104131.2,104373.0,102603.27,103545.38,7628.70177301,2025-05-14 00:00:00+00:00
103540.91,104200.0,101400.01,103786.43,7563.00946962,2025-05-15 00:00:00+00:00
103786.4,104616.71,103125.51,103500.03,6881.65708111,2025-05-16 00:00:00+00:00
103500.03,103741.98,102612.0,103161.07,1848.95251021,2025-05-17 00:00:00+00:00
103162.53,106692.97,103130.95,106473.46,4130.60889099,2025-05-18 00:00:00+00:00
106488.77,107137.68,102105.0,105616.18,10104.32339011,2025-05-19 00:00:00+00:00
105616.21,107355.0,104209.18,106883.24,8804.38724819,2025-05-20 00:00:00+00:00
106883.24,110788.98,106128.14,109699.54,18333.91491262,2025-05-21 00:00:00+00:00
109697.19,112000.0,109217.23,111722.53,11250.38756124,2025-05-22 00:00:00+00:00
111722.54,111824.07,106800.01,107329.61,9638.23489571,2025-05-23 00:00:00+00:00
107332.08,109517.79,106895.77,107794.01,2611.3560546,2025-05-24 00:00:00+00:00
107794.01,109371.04,106632.35,109048.68,2996.9984274,2025-05-25 00:00:00+00:00
109048.41,110474.41,108706.04,109464.32,4641.38117417,2025-05-26 00:00:00+00:00
109464.33,110829.42,107536.41,108978.46,8827.06917845,2025-05-27 00:00:00+00:00
108978.45,109344.89,106790.16,107819.29,6474.20131287,2025-05-28 00:00:00+00:00
107819.26,108943.35,105315.0,105572.58,9305.58410478,2025-05-29 00:00:00+00:00
105572.58,106377.66,103634.48,104033.26,7866.16241154,2025-05-30 00:00:00+00:00
104033.0,104965.5,103110.01,104645.87,2403.60824408,2025-05-31 00:00:00+00:00
104645.87,105937.46,103800.81,105697.94,2369.92891564,2025-06-01 00:00:00+00:00
105697.93,106000.0,103685.23,105904.94,5818.90812007,2025-06-02 00:00:00+00:00
105909.79,106901.68,104910.01,105447.82,6486.4597778,2025-06-03 00:00:00+00:00
105443.95,106058.47,104202.0,104753.38,4505.03599201,2025-06-04 00:00:00+00:00
104753.37,105999.68,100345.73,101570.2,10627.57339852,2025-06-05 00:00:00+00:00
101570.2,105439.01,101132.91,104397.99,9677.25748525,2025-06-06 00:00:00+00:00
104398.0,106000.0,103969.7,105619.02,4141.10124271,2025-06-07 00:00:00+00:00
105619.02,106548.9,105028.3,105784.4,1998.61011035,2025-06-08 00:00:00+00:00
105784.41,110651.12,105368.27,110301.15,6581.24781856,2025-06-09 00:00:00+00:00
110299.69,110420.08,108362.14,110300.24,5433.6716937,2025-06-10 00:00:00+00:00
110300.25,110435.05,108091.74,108669.37,4603.3324446,2025-06-11 00:00:00+00:00
108673.77,108853.74,105706.78,105721.05,5734.67136139,2025-06-12 00:00:00+00:00
105716.45,106233.0,102746.01,106118.7,7441.52465913,2025-06-13 00:00:00+00:00
106114.53,106264.36,104351.72,105465.42,2256.48702523,2025-06-14 00:00:00+00:00
105465.42,106184.13,104505.05,105599.25,1722.80945227,2025-06-15 00:00:00+00:00
105600.21,109000.0,104982.26,106853.38,5952.98369341,2025-06-16 00:00:00+00:00
106853.38,107792.9,103363.3,104590.44,7688.94642443,2025-06-17 00:00:00+00:00
104590.44,105603.63,103512.38,104915.6,4918.14382744,2025-06-18 00:00:00+00:00
104915.6,105266.61,103916.37,104671.9,2279.05842007,2025-06-19 00:00:00+00:00
104671.4,106553.86,102357.25,103317.8,5047.63626176,2025-06-20 00:00:00+00:00
103317.79,104013.64,100919.19,102160.03,3287.51327489,2025-06-21 00:00:00+00:00
102160.36,103417.0,98225.01,100996.87,7872.25874446,2025-06-22 00:00:00+00:00
100996.87,106135.47,99677.07,105419.39,8910.86676597,2025-06-23 00:00:00+00:00
105418.4,106366.29,104681.83,106141.0,5773.20907668,2025-06-24 00:00:00+00:00
106141.01,108206.0,105875.0,107400.22,7072.65636297,2025-06-25 00:00:00+00:00
107400.22,108345.0,106605.88,107029.64,4900.22231656,2025-06-26 00:00:00+00:00
107029.63,107804.2,106413.79,107113.38,6310.43715745,2025-06-27 00:00:00+00:00
107119.17,107599.81,106868.94,107352.2,1227.76803255,2025-06-28 00:00:00+00:00
107352.2,108550.0,107230.0,108386.44,2154.86170312,2025-06-29 00:00:00+00:00
108386.44,108800.0,106724.76,107173.21,4839.04838063,2025-06-30 00:00:00+00:00
107173.21,107579.3,105262.0,105711.78,5152.72760186,2025-07-01 00:00:00+00:00
105711.77,109823.08,105119.7,108888.32,7995.79258367,2025-07-02 00:00:00+00:00
108887.03,110590.0,108574.31,109628.83,6434.57921608,2025-07-03 00:00:00+00:00
109628.83,109812.94,107268.84,108028.6,3129.21859997,2025-07-04 00:00:00+00:00
108028.6,108454.19,107783.1,108246.65,1513.15428554,2025-07-05 00:00:00+00:00
108246.66,109736.64,107837.7,109217.98,1651.18120197,2025-07-06 00:00:00+00:00
109217.98,109741.64,107507.0,108269.84,4455.08353019,2025-07-07 00:00:00+00:00
108271.49,109255.99,107438.33,108958.04,3785.3907416,2025-07-08 00:00:00+00:00
108953.58,112152.91,108329.87,111282.85,7683.83239574,2025-07-09 00:00:00+00:00
111282.84,116842.0,110541.87,116031.3,12920.20742934,2025-07-10 00:00:00+00:00
116031.29,118909.74,115211.74,117582.16,10116.886206,2025-07-11 00:00:00+00:00
117582.16,118244.51,116940.82,117472.65,2397.72381256,2025-07-12 00:00:00+00:00
117472.65,119500.0,117238.69,119130.81,3461.0430314,2025-07-13 00:00:00+00:00
119130.81,123231.07,118949.18,119863.71,13536.79954839,2025-07-14 00:00:00+00:00
119863.71,119973.3,115697.37,117781.64,23726.31356081,2025-07-15 00:00:00+00:00
117781.63,120134.8,117033.23,118681.68,9250.98642597,2025-07-16 00:00:00+00:00
118681.67,120998.76,117469.0,119273.69,8360.35130892,2025-07-17 00:00:00+00:00
119273.7,120918.68,116892.42,118023.05,8735.40386401,2025-07-18 00:00:00+00:00
118023.06,118564.59,117337.59,117914.17,1700.0997198,2025-07-19 00:00:00+00:00
117914.17,118921.76,116525.0,117312.7,2504.59032125,2025-07-20 00:00:00+00:00
117315.68,119745.93,116565.01,117428.79,5450.55450292,2025-07-21 00:00:00+00:00
117428.79,120300.0,116185.0,120026.42,7564.58852928,2025-07-22 00:00:00+00:00
120034.21,120180.93,117342.21,118810.44,5526.13819924,2025-07-23 00:00:00+00:00
118810.44,119557.7,117190.0,118397.04,7137.01277011,2025-07-24 00:00:00+00:00
